INFO  17:04:38 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  17:04:38 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up insert with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Generating batches with [1..1] partitions and [1..1] rows (of [1..1] total rows in the partitions)
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [insert, likelyquery0] with 250 threads for 5000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,       3320704,     451,     451,     451,   554.8,   555.3,   922.8,  1090.4,  1231.9,  1461.7, 7764.7,  0.00716,      0,      0,       0,       0,       0,       0
insert,       836705,     108,     108,     108,   270.0,   246.5,   448.6,   544.6,   713.2,   765.0, 7822.0,  0.00710,      0,      0,       0,       0,       0,       0
likelyquery0,   2509849,     343,     343,     343,   643.1,   589.0,  1007.6,  1228.3,  1449.2,  1682.2, 7822.0,  0.00710,      0,      0,       0,       0,       0,       0
total,       3346554,     451,     451,     451,   553.4,   532.1,   968.5,  1197.5,  1422.1,  1682.2, 7822.0,  0.00710,      0,      0,       0,       0,       0,       0
insert,       846455,     119,     119,     119,   263.4,   252.3,   395.5,   470.6,   546.4,   624.2, 7904.3,  0.00706,      0,      0,       0,       0,       0,       0
likelyquery0,   2538362,     347,     347,     347,   631.4,   609.3,   887.8,  1025.0,  1169.9,  1276.8, 7904.3,  0.00706,      0,      0,       0,       0,       0,       0
total,       3384817,     465,     465,     465,   537.6,   553.8,   858.7,  1000.7,  1159.2,  1276.8, 7904.3,  0.00706,      0,      0,       0,       0,       0,       0
insert,       854286,     113,     113,     113,   270.9,   252.9,   434.2,   535.2,   623.8,   791.5, 7973.4,  0.00701,      0,      0,       0,       0,       0,       0
likelyquery0,   2561822,     339,     339,     339,   646.4,   606.4,   997.6,  1146.8,  1315.3,  1428.5, 7973.4,  0.00701,      0,      0,       0,       0,       0,       0
total,       3416108,     452,     452,     452,   552.4,   549.9,   954.9,  1128.2,  1274.3,  1428.5, 7973.4,  0.00701,      0,      0,       0,       0,       0,       0
insert,       860923,     119,     119,     119,   266.7,   256.2,   400.3,   477.7,   548.1,   597.7, 8029.0,  0.00696,      0,      0,       0,       0,       0,       0
likelyquery0,   2580529,     337,     337,     337,   648.0,   631.9,   902.2,  1020.7,  1110.2,  1207.1, 8029.0,  0.00696,      0,      0,       0,       0,       0,       0
total,       3441452,     456,     456,     456,   548.1,   562.6,   875.9,  1005.1,  1098.4,  1207.1, 8029.0,  0.00696,      0,      0,       0,       0,       0,       0
insert,       869704,     113,     113,     113,   270.8,   254.5,   434.5,   533.9,   667.1,   777.5, 8106.4,  0.00691,      0,      0,       0,       0,       0,       0
likelyquery0,   2606673,     338,     338,     338,   648.1,   606.4,   972.1,  1177.7,  1400.5,  1552.0, 8106.4,  0.00691,      0,      0,       0,       0,       0,       0
total,       3476377,     451,     451,     451,   553.2,   550.2,   935.4,  1136.6,  1391.1,  1552.0, 8106.4,  0.00691,      0,      0,       0,       0,       0,       0
insert,       879363,     121,     121,     121,   267.3,   258.2,   398.4,   464.5,   541.3,   596.0, 8186.0,  0.00686,      0,      0,       0,       0,       0,       0
likelyquery0,   2633537,     338,     338,     338,   646.3,   630.4,   909.1,  1029.0,  1144.8,  1304.1, 8186.0,  0.00686,      0,      0,       0,       0,       0,       0
total,       3512900,     459,     459,     459,   546.0,   559.4,   880.6,  1010.0,  1132.7,  1304.1, 8186.0,  0.00686,      0,      0,       0,       0,       0,       0
insert,       888650,     115,     115,     115,   269.3,   250.2,   442.1,   558.4,   667.1,   722.3, 8266.7,  0.00681,      0,      0,       0,       0,       0,       0
likelyquery0,   2660637,     335,     335,     335,   651.2,   610.7,  1003.3,  1187.6,  1328.7,  1478.5, 8266.7,  0.00681,      0,      0,       0,       0,       0,       0
total,       3549287,     450,     450,     450,   553.7,   542.5,   962.6,  1154.3,  1318.0,  1478.5, 8266.7,  0.00681,      0,      0,       0,       0,       0,       0
insert,       894548,     110,     110,     110,   271.3,   261.7,   407.1,   474.4,   557.3,   595.6, 8320.3,  0.00675,      0,      0,       0,       0,       0,       0
likelyquery0,   2678789,     339,     339,     339,   652.1,   636.4,   911.9,  1064.4,  1184.9,  1272.8, 8320.3,  0.00675,      0,      0,       0,       0,       0,       0
total,       3573337,     449,     449,     449,   558.7,   578.2,   882.8,  1035.9,  1176.1,  1272.8, 8320.3,  0.00675,      0,      0,       0,       0,       0,       0
insert,       902749,     110,     110,     110,   275.8,   258.1,   442.7,   572.1,   667.8,   773.0, 8395.1,  0.00670,      0,      0,       0,       0,       0,       0
likelyquery0,   2703735,     334,     334,     334,   658.8,   621.3,   996.1,  1220.9,  1435.5,  1744.8, 8395.1,  0.00670,      0,      0,       0,       0,       0,       0
total,       3606484,     443,     443,     443,   564.0,   553.1,   958.0,  1179.0,  1399.8,  1744.8, 8395.1,  0.00670,      0,      0,       0,       0,       0,       0
insert,       913897,     114,     114,     114,   267.8,   252.2,   416.6,   513.1,   629.6,   706.2, 8492.5,  0.00665,      0,      0,       0,       0,       0,       0
likelyquery0,   2736913,     340,     340,     340,   643.8,   607.6,   963.6,  1142.0,  1337.4,  1530.4, 8492.6,  0.00665,      0,      0,       0,       0,       0,       0
total,       3650810,     455,     455,     455,   549.3,   545.5,   928.2,  1114.6,  1321.5,  1530.4, 8492.6,  0.00665,      0,      0,       0,       0,       0,       0
insert,       924654,     107,     107,     107,   274.6,   264.6,   414.8,   499.0,   634.4,   726.5, 8592.8,  0.00659,      0,      0,       0,       0,       0,       0
likelyquery0,   2770656,     337,     337,     337,   655.1,   635.4,   935.1,  1086.9,  1247.4,  1416.1, 8592.8,  0.00659,      0,      0,       0,       0,       0,       0
total,       3695310,     444,     444,     444,   563.1,   572.0,   904.1,  1061.5,  1237.8,  1416.1, 8592.8,  0.00659,      0,      0,       0,       0,       0,       0
insert,       930387,     116,     116,     116,   271.6,   247.6,   468.2,   591.6,   710.0,   822.4, 8642.3,  0.00655,      0,      0,       0,       0,       0,       0
likelyquery0,   2787353,     337,     337,     337,   648.1,   580.7,  1057.1,  1249.5,  1432.3,  1562.9, 8642.3,  0.00655,      0,      0,       0,       0,       0,       0
total,       3717740,     453,     453,     453,   551.9,   527.1,  1010.5,  1223.0,  1406.8,  1562.9, 8642.3,  0.00655,      0,      0,       0,       0,       0,       0
insert,       939706,     104,     104,     104,   278.5,   266.9,   425.8,   504.8,   617.8,   676.4, 8731.6,  0.00649,      0,      0,       0,       0,       0,       0
likelyquery0,   2816946,     331,     331,     331,   666.3,   643.1,   959.0,  1101.0,  1271.8,  1371.1, 8731.6,  0.00649,      0,      0,       0,       0,       0,       0
total,       3756652,     436,     436,     436,   573.4,   580.2,   928.0,  1076.0,  1251.5,  1371.1, 8731.6,  0.00649,      0,      0,       0,       0,       0,       0
insert,       946857,     114,     114,     114,   266.8,   243.7,   443.3,   564.4,   742.2,   843.6, 8794.6,  0.00645,      0,      0,       0,       0,       0,       0
likelyquery0,   2838594,     344,     344,     344,   638.1,   582.4,  1007.3,  1224.4,  1453.9,  1563.9, 8794.6,  0.00645,      0,      0,       0,       0,       0,       0
total,       3785451,     458,     458,     458,   545.9,   526.1,   955.1,  1192.4,  1428.7,  1563.9, 8794.6,  0.00645,      0,      0,       0,       0,       0,       0
insert,       953820,     121,     121,     121,   267.4,   256.2,   407.8,   511.7,   600.0,   648.9, 8852.3,  0.00641,      0,      0,       0,       0,       0,       0
likelyquery0,   2857938,     335,     335,     335,   652.0,   633.2,   931.5,  1075.1,  1200.1,  1338.7, 8852.3,  0.00641,      0,      0,       0,       0,       0,       0
total,       3811758,     456,     456,     456,   550.2,   568.7,   894.8,  1050.5,  1194.6,  1338.7, 8852.3,  0.00641,      0,      0,       0,       0,       0,       0
insert,       959925,     110,     110,     110,   269.7,   246.2,   458.7,   589.1,   718.7,   816.1, 8907.9,  0.00637,      0,      0,       0,       0,       0,       0
likelyquery0,   2877229,     347,     347,     347,   635.7,   581.7,  1038.5,  1238.4,  1391.4,  1607.1, 8907.9,  0.00637,      0,      0,       0,       0,       0,       0
total,       3837154,     457,     457,     457,   547.7,   530.3,   988.7,  1212.2,  1382.6,  1607.1, 8907.9,  0.00637,      0,      0,       0,       0,       0,       0
insert,       966420,     113,     113,     113,   271.4,   259.9,   407.3,   536.9,   695.5,   761.1, 8965.3,  0.00632,      0,      0,       0,       0,       0,       0
likelyquery0,   2896804,     341,     341,     341,   641.8,   619.2,   926.8,  1139.6,  1312.3,  1407.4, 8965.3,  0.00632,      0,      0,       0,       0,       0,       0
total,       3863224,     454,     454,     454,   549.5,   558.4,   887.5,  1113.1,  1290.8,  1407.4, 8965.3,  0.00632,      0,      0,       0,       0,       0,       0
insert,       977263,     114,     114,     114,   272.2,   251.2,   458.2,   572.1,   716.6,   815.2, 9060.2,  0.00628,      0,      0,       0,       0,       0,       0
likelyquery0,   2928471,     334,     334,     334,   656.4,   604.8,  1048.4,  1239.0,  1405.3,  1553.5, 9060.2,  0.00628,      0,      0,       0,       0,       0,       0
total,       3905734,     448,     448,     448,   558.4,   542.0,  1000.5,  1213.7,  1389.3,  1553.5, 9060.2,  0.00628,      0,      0,       0,       0,       0,       0
insert,       984729,     112,     112,     112,   266.9,   255.0,   408.7,   489.5,   626.3,   700.8, 9126.6,  0.00624,      0,      0,       0,       0,       0,       0
likelyquery0,   2951318,     344,     344,     344,   639.1,   614.7,   914.2,  1083.7,  1250.9,  1366.0, 9126.6,  0.00624,      0,      0,       0,       0,       0,       0
total,       3936047,     457,     457,     457,   547.4,   551.5,   886.3,  1060.5,  1242.8,  1366.0, 9126.6,  0.00624,      0,      0,       0,       0,       0,       0
insert,       991271,     117,     117,     117,   265.3,   241.6,   444.5,   543.5,   678.9,   754.4, 9182.4,  0.00620,      0,      0,       0,       0,       0,       0
likelyquery0,   2970499,     343,     343,     343,   636.6,   572.9,  1016.6,  1209.4,  1375.2,  1445.0, 9182.4,  0.00620,      0,      0,       0,       0,       0,       0
total,       3961770,     460,     460,     460,   542.2,   520.5,   973.0,  1177.0,  1359.3,  1445.0, 9182.4,  0.00620,      0,      0,       0,       0,       0,       0
insert,       999169,     119,     119,     119,   264.4,   253.3,   397.3,   468.2,   541.6,   583.3, 9249.1,  0.00617,      0,      0,       0,       0,       0,       0
likelyquery0,   2993450,     344,     344,     344,   635.9,   619.8,   884.4,  1007.8,  1164.2,  1302.4, 9249.1,  0.00617,      0,      0,       0,       0,       0,       0
total,       3992619,     463,     463,     463,   540.8,   557.5,   856.7,   991.2,  1146.0,  1302.4, 9249.1,  0.00617,      0,      0,       0,       0,       0,       0
insert,      1006364,     114,     114,     114,   264.7,   243.7,   442.8,   553.6,   634.0,   660.1, 9312.4,  0.00614,      0,      0,       0,       0,       0,       0
likelyquery0,   3015493,     348,     348,     348,   630.4,   577.0,   997.6,  1137.4,  1259.4,  1374.3, 9312.4,  0.00614,      0,      0,       0,       0,       0,       0
total,       4021857,     462,     462,     462,   540.4,   527.3,   960.4,  1117.2,  1248.6,  1374.3, 9312.4,  0.00614,      0,      0,       0,       0,       0,       0
insert,      1013292,     114,     114,     114,   267.2,   252.1,   416.3,   518.1,   645.4,   725.3, 9373.0,  0.00610,      0,      0,       0,       0,       0,       0
likelyquery0,   3036092,     340,     340,     340,   646.8,   615.6,   953.5,  1130.7,  1273.6,  1464.3, 9373.0,  0.00610,      0,      0,       0,       0,       0,       0
total,       4049384,     454,     454,     454,   551.3,   552.0,   915.8,  1098.3,  1263.5,  1464.3, 9373.0,  0.00610,      0,      0,       0,       0,       0,       0
insert,      1019104,     114,     114,     114,   267.5,   259.8,   397.3,   475.1,   569.1,   648.1, 9423.9,  0.00606,      0,      0,       0,       0,       0,       0
likelyquery0,   3053291,     338,     338,     338,   646.9,   635.8,   893.4,  1031.1,  1183.0,  1292.7, 9423.9,  0.00606,      0,      0,       0,       0,       0,       0
total,       4072395,     452,     452,     452,   551.1,   569.6,   868.5,  1008.5,  1154.2,  1292.7, 9423.9,  0.00606,      0,      0,       0,       0,       0,       0
insert,      1027787,     118,     118,     118,   258.0,   232.9,   442.1,   564.0,   683.3,   798.4, 9497.5,  0.00604,      0,      0,       0,       0,       0,       0
likelyquery0,   3079167,     352,     352,     352,   625.0,   560.5,  1003.6,  1241.4,  1468.3,  1583.6, 9497.5,  0.00604,      0,      0,       0,       0,       0,       0
total,       4106954,     470,     470,     470,   532.8,   512.5,   963.6,  1186.3,  1437.4,  1583.6, 9497.5,  0.00604,      0,      0,       0,       0,       0,       0
insert,      1035744,     115,     115,     115,   268.6,   255.6,   412.4,   503.9,   657.9,   687.3, 9566.9,  0.00600,      0,      0,       0,       0,       0,       0
likelyquery0,   3102637,     338,     338,     338,   647.8,   630.4,   921.7,  1072.6,  1192.3,  1278.0, 9566.9,  0.00600,      0,      0,       0,       0,       0,       0
total,       4138381,     453,     453,     453,   551.8,   558.2,   891.4,  1046.8,  1180.2,  1278.0, 9566.9,  0.00600,      0,      0,       0,       0,       0,       0
insert,      1043119,     117,     117,     117,   262.2,   242.5,   431.6,   522.2,   633.6,   713.0, 9629.9,  0.00597,      0,      0,       0,       0,       0,       0
likelyquery0,   3124531,     347,     347,     347,   631.4,   576.6,   988.2,  1167.5,  1298.7,  1404.1, 9629.9,  0.00597,      0,      0,       0,       0,       0,       0
total,       4167650,     464,     464,     464,   538.4,   522.3,   945.1,  1145.4,  1289.6,  1404.1, 9629.9,  0.00597,      0,      0,       0,       0,       0,       0
insert,      1051345,     124,     124,     124,   257.7,   238.9,   410.2,   527.8,   607.0,   715.4, 9696.4,  0.00594,      0,      0,       0,       0,       0,       0
likelyquery0,   3147435,     345,     345,     345,   632.8,   592.5,   967.1,  1121.7,  1290.3,  1439.7, 9696.4,  0.00594,      0,      0,       0,       0,       0,       0
total,       4198780,     468,     468,     468,   533.7,   524.8,   929.5,  1098.1,  1283.0,  1439.7, 9696.4,  0.00594,      0,      0,       0,       0,       0,       0
insert,      1059824,     115,     115,     115,   267.6,   251.4,   427.6,   512.8,   593.0,   702.6, 9770.1,  0.00591,      0,      0,       0,       0,       0,       0
likelyquery0,   3172650,     342,     342,     342,   641.6,   603.9,   960.7,  1104.9,  1217.3,  1353.5, 9770.1,  0.00591,      0,      0,       0,       0,       0,       0
total,       4232474,     457,     457,     457,   547.5,   537.6,   932.6,  1087.1,  1209.0,  1353.5, 9770.1,  0.00591,      0,      0,       0,       0,       0,       0
insert,      1065300,     117,     117,     117,   264.8,   248.3,   417.3,   530.1,   691.7,   832.0, 9817.1,  0.00588,      0,      0,       0,       0,       0,       0
likelyquery0,   3188881,     345,     345,     345,   636.1,   597.3,   967.6,  1226.6,  1433.3,  1564.5, 9817.1,  0.00588,      0,      0,       0,       0,       0,       0
total,       4254181,     462,     462,     462,   542.4,   534.6,   924.9,  1184.0,  1432.0,  1564.5, 9817.1,  0.00588,      0,      0,       0,       0,       0,       0
insert,      1071042,     107,     107,     107,   272.0,   260.6,   412.3,   502.1,   620.7,   716.7, 9870.7,  0.00584,      0,      0,       0,       0,       0,       0
likelyquery0,   3207089,     340,     340,     340,   645.9,   623.3,   931.8,  1087.3,  1263.1,  1435.9, 9870.7,  0.00584,      0,      0,       0,       0,       0,       0
total,       4278131,     447,     447,     447,   556.2,   562.5,   903.3,  1067.4,  1244.6,  1435.9, 9870.7,  0.00584,      0,      0,       0,       0,       0,       0
insert,      1083554,     116,     116,     116,   263.8,   244.1,   422.6,   535.5,   809.9,   869.9, 9978.8,  0.00581,      0,      0,       0,       0,       0,       0
likelyquery0,   3244448,     345,     345,     345,   636.4,   595.9,   985.6,  1178.0,  1494.5,  1674.4, 9978.8,  0.00581,      0,      0,       0,       0,       0,       0
total,       4328002,     461,     461,     461,   542.9,   532.4,   942.4,  1140.9,  1472.8,  1674.4, 9978.8,  0.00581,      0,      0,       0,       0,       0,       0
insert,      1091997,     117,     117,     117,   266.6,   244.0,   436.3,   564.2,   718.9,   764.0,10050.8,  0.00577,      0,      0,       0,       0,       0,       0
likelyquery0,   3269059,     342,     342,     342,   641.7,   593.0,  1000.7,  1226.0,  1466.7,  1619.8,10050.8,  0.00577,      0,      0,       0,       0,       0,       0
total,       4361056,     459,     459,     459,   545.9,   532.0,   954.6,  1182.7,  1450.3,  1619.8,10050.8,  0.00577,      0,      0,       0,       0,       0,       0
insert,      1102724,     113,     113,     113,   264.5,   249.9,   410.6,   506.5,   604.5,   708.7,10145.6,  0.00574,      0,      0,       0,       0,       0,       0
likelyquery0,   3301921,     347,     347,     347,   634.6,   604.5,   940.7,  1101.4,  1259.4,  1414.4,10145.6,  0.00574,      0,      0,       0,       0,       0,       0
total,       4404645,     460,     460,     460,   543.5,   545.5,   902.9,  1073.1,  1236.5,  1414.4,10145.6,  0.00574,      0,      0,       0,       0,       0,       0
insert,      1109878,     113,     113,     113,   263.8,   247.3,   413.4,   493.7,   615.4,   686.4,10208.8,  0.00571,      0,      0,       0,       0,       0,       0
likelyquery0,   3323770,     346,     346,     346,   635.6,   606.0,   937.8,  1099.9,  1241.3,  1330.8,10208.8,  0.00571,      0,      0,       0,       0,       0,       0
total,       4433648,     459,     459,     459,   543.9,   535.4,   906.8,  1079.9,  1224.7,  1330.8,10208.8,  0.00571,      0,      0,       0,       0,       0,       0
insert,      1118453,     118,     118,     118,   264.9,   247.1,   425.4,   531.9,   618.9,   695.7,10281.6,  0.00568,      0,      0,       0,       0,       0,       0
likelyquery0,   3348640,     341,     341,     341,   642.0,   605.8,   972.5,  1145.0,  1310.1,  1438.5,10281.6,  0.00568,      0,      0,       0,       0,       0,       0
total,       4467093,     459,     459,     459,   545.3,   536.9,   935.9,  1111.3,  1295.3,  1438.5,10281.6,  0.00568,      0,      0,       0,       0,       0,       0
insert,      1125622,     120,     120,     120,   256.1,   233.8,   429.8,   539.7,   642.9,   717.9,10341.2,  0.00567,      0,      0,       0,       0,       0,       0
likelyquery0,   3369774,     355,     355,     355,   616.3,   558.0,   989.1,  1192.9,  1352.9,  1456.5,10341.2,  0.00567,      0,      0,       0,       0,       0,       0
total,       4495396,     475,     475,     475,   525.1,   510.2,   943.7,  1158.6,  1350.5,  1456.5,10341.2,  0.00567,      0,      0,       0,       0,       0,       0
insert,      1132593,     116,     116,     116,   264.5,   248.6,   425.3,   527.6,   603.3,   718.8,10401.2,  0.00563,      0,      0,       0,       0,       0,       0
likelyquery0,   3390319,     342,     342,     342,   641.8,   602.0,   982.6,  1126.6,  1276.5,  1430.3,10401.2,  0.00563,      0,      0,       0,       0,       0,       0
total,       4522912,     458,     458,     458,   546.2,   545.1,   945.8,  1108.3,  1244.0,  1430.3,10401.2,  0.00563,      0,      0,       0,       0,       0,       0
insert,      1140192,     124,     124,     124,   258.7,   247.4,   398.6,   464.8,   551.0,   627.0,10462.6,  0.00562,      0,      0,       0,       0,       0,       0
likelyquery0,   3411743,     349,     349,     349,   623.3,   595.1,   906.4,  1043.0,  1175.6,  1376.3,10462.6,  0.00562,      0,      0,       0,       0,       0,       0
total,       4551935,     473,     473,     473,   527.9,   532.8,   875.4,  1016.6,  1157.3,  1376.3,10462.6,  0.00562,      0,      0,       0,       0,       0,       0
insert,      1147398,     124,     124,     124,   257.9,   248.0,   392.6,   480.8,   550.7,   611.3,10521.0,  0.00560,      0,      0,       0,       0,       0,       0
likelyquery0,   3432066,     348,     348,     348,   625.5,   602.6,   902.4,  1062.5,  1180.3,  1293.3,10521.0,  0.00560,      0,      0,       0,       0,       0,       0
total,       4579464,     472,     472,     472,   529.3,   538.9,   866.0,  1035.7,  1167.5,  1293.3,10521.0,  0.00560,      0,      0,       0,       0,       0,       0
insert,      1154566,     118,     118,     118,   263.9,   244.6,   425.7,   510.8,   597.5,   707.0,10581.8,  0.00558,      0,      0,       0,       0,       0,       0
likelyquery0,   3453218,     348,     348,     348,   630.6,   581.0,   965.9,  1109.2,  1257.7,  1422.2,10581.8,  0.00558,      0,      0,       0,       0,       0,       0
total,       4607784,     465,     465,     465,   537.8,   520.9,   934.8,  1088.7,  1240.1,  1422.2,10581.8,  0.00558,      0,      0,       0,       0,       0,       0
insert,      1164196,     114,     114,     114,   263.7,   249.6,   410.1,   516.9,   624.5,   705.0,10666.1,  0.00555,      0,      0,       0,       0,       0,       0
likelyquery0,   3482618,     349,     349,     349,   630.9,   602.2,   930.9,  1085.5,  1288.6,  1469.2,10666.1,  0.00555,      0,      0,       0,       0,       0,       0
total,       4646814,     463,     463,     463,   540.3,   538.5,   895.7,  1059.3,  1258.4,  1469.2,10666.1,  0.00555,      0,      0,       0,       0,       0,       0
insert,      1171713,     116,     116,     116,   269.3,   251.3,   441.9,   562.2,   655.6,   710.6,10730.6,  0.00552,      0,      0,       0,       0,       0,       0
likelyquery0,   3504360,     337,     337,     337,   648.6,   599.6,  1008.4,  1225.7,  1390.4,  1531.0,10730.6,  0.00552,      0,      0,       0,       0,       0,       0
total,       4676073,     453,     453,     453,   551.2,   545.0,   957.6,  1193.9,  1373.4,  1531.0,10730.6,  0.00552,      0,      0,       0,       0,       0,       0
insert,      1178649,     118,     118,     118,   265.2,   250.7,   408.1,   503.5,   574.3,   626.1,10789.4,  0.00549,      0,      0,       0,       0,       0,       0
likelyquery0,   3524699,     346,     346,     346,   631.9,   602.2,   936.4,  1071.2,  1199.9,  1303.8,10789.4,  0.00549,      0,      0,       0,       0,       0,       0
total,       4703348,     464,     464,     464,   538.6,   538.6,   907.0,  1051.7,  1171.6,  1303.8,10789.4,  0.00549,      0,      0,       0,       0,       0,       0
insert,      1186128,     113,     113,     113,   262.3,   246.4,   413.6,   506.3,   588.6,   780.3,10855.3,  0.00547,      0,      0,       0,       0,       0,       0
likelyquery0,   3548079,     355,     355,     355,   619.9,   582.6,   925.3,  1092.1,  1295.8,  1474.4,10855.3,  0.00547,      0,      0,       0,       0,       0,       0
total,       4734207,     468,     468,     468,   533.2,   522.0,   897.6,  1053.8,  1280.6,  1474.4,10855.3,  0.00547,      0,      0,       0,       0,       0,       0
insert,      1195509,     113,     113,     113,   263.0,   247.3,   422.1,   522.2,   751.6,   862.5,10938.6,  0.00545,      0,      0,       0,       0,       0,       0
likelyquery0,   3577555,     354,     354,     354,   622.7,   583.3,   927.0,  1134.9,  1476.4,  1724.2,10938.6,  0.00545,      0,      0,       0,       0,       0,       0
total,       4773064,     466,     466,     466,   535.9,   526.3,   894.9,  1089.3,  1461.7,  1724.2,10938.6,  0.00545,      0,      0,       0,       0,       0,       0
insert,      1202789,     116,     116,     116,   266.9,   252.0,   416.9,   512.7,   641.7,   745.8,11001.6,  0.00542,      0,      0,       0,       0,       0,       0
likelyquery0,   3599494,     348,     348,     348,   630.5,   600.5,   925.3,  1088.4,  1261.6,  1336.4,11001.6,  0.00542,      0,      0,       0,       0,       0,       0
total,       4802283,     464,     464,     464,   539.9,   540.6,   893.0,  1056.0,  1244.6,  1336.4,11001.6,  0.00542,      0,      0,       0,       0,       0,       0
insert,      1209931,     110,     110,     110,   271.1,   253.2,   449.0,   560.0,   651.6,   760.7,11066.3,  0.00539,      0,      0,       0,       0,       0,       0
likelyquery0,   3621695,     343,     343,     343,   640.5,   593.3,   998.3,  1181.4,  1324.6,  1439.1,11066.3,  0.00539,      0,      0,       0,       0,       0,       0
total,       4831626,     454,     454,     454,   550.6,   535.4,   961.5,  1154.1,  1314.0,  1439.1,11066.3,  0.00539,      0,      0,       0,       0,       0,       0
insert,      1218160,     116,     116,     116,   264.9,   255.9,   396.6,   469.7,   577.0,   652.5,11137.0,  0.00536,      0,      0,       0,       0,       0,       0
likelyquery0,   3646200,     346,     346,     346,   633.0,   620.9,   873.3,   993.4,  1107.9,  1252.2,11137.0,  0.00536,      0,      0,       0,       0,       0,       0
total,       4864360,     463,     463,     463,   540.4,   561.8,   847.8,   972.0,  1104.3,  1252.2,11137.0,  0.00536,      0,      0,       0,       0,       0,       0
insert,      1226108,     119,     119,     119,   260.7,   240.1,   438.1,   544.6,   609.9,   646.8,11204.0,  0.00534,      0,      0,       0,       0,       0,       0
likelyquery0,   3669766,     352,     352,     352,   622.7,   573.7,   997.4,  1145.3,  1262.8,  1428.1,11204.0,  0.00534,      0,      0,       0,       0,       0,       0
total,       4895874,     471,     471,     471,   531.4,   522.0,   958.2,  1119.2,  1250.0,  1428.1,11204.0,  0.00534,      0,      0,       0,       0,       0,       0
insert,      1234464,     118,     118,     118,   257.1,   242.9,   400.9,   519.9,   650.4,   675.7,11274.5,  0.00533,      0,      0,       0,       0,       0,       0
likelyquery0,   3694991,     358,     358,     358,   612.6,   581.4,   900.7,  1096.4,  1290.7,  1368.7,11274.5,  0.00533,      0,      0,       0,       0,       0,       0
total,       4929455,     476,     476,     476,   524.1,   531.3,   866.8,  1058.6,  1283.4,  1368.7,11274.5,  0.00533,      0,      0,       0,       0,       0,       0
insert,      1241482,     113,     113,     113,   266.7,   245.6,   438.7,   545.5,   697.0,   789.9,11336.4,  0.00531,      0,      0,       0,       0,       0,       0
likelyquery0,   3716633,     350,     350,     350,   629.1,   577.9,   995.2,  1182.5,  1362.6,  1453.1,11336.4,  0.00531,      0,      0,       0,       0,       0,       0
total,       4958115,     463,     463,     463,   540.3,   525.0,   951.8,  1151.7,  1344.9,  1453.1,11336.4,  0.00531,      0,      0,       0,       0,       0,       0
insert,      1250361,     121,     121,     121,   258.1,   247.9,   385.6,   458.8,   629.0,   714.3,11409.8,  0.00530,      0,      0,       0,       0,       0,       0
likelyquery0,   3742875,     357,     357,     357,   613.4,   595.8,   857.4,  1024.7,  1161.8,  1330.8,11409.8,  0.00530,      0,      0,       0,       0,       0,       0
total,       4993236,     478,     478,     478,   523.6,   541.3,   826.1,  1001.6,  1135.8,  1330.8,11409.8,  0.00530,      0,      0,       0,       0,       0,       0


Results:
op rate                   : 438 [insert:110, likelyquery0:328]
partition rate            : 438 [insert:110, likelyquery0:328]
row rate                  : 438 [insert:110, likelyquery0:328]
latency mean              : 571.2 [insert:278.8, likelyquery0:668.9]
latency median            : 566.8 [insert:260.8, likelyquery0:629.6]
latency 95th percentile   : 932.5 [insert:425.7, likelyquery0:966.6]
latency 99th percentile   : 1113.1 [insert:525.1, likelyquery0:1145.6]
latency 99.9th percentile : 1323.3 [insert:658.1, likelyquery0:1349.8]
latency max               : 1958.8 [insert:1121.2, likelyquery0:1958.8]
Total partitions          : 4993236 [insert:1250361, likelyquery0:3742875]
Total errors              : 0 [insert:0, likelyquery0:0]
total gc count            : 0
total gc mb               : 0
total gc time (s)         : 0
avg gc time(ms)           : NaN
stdev gc time(ms)         : 0
Total operation time      : 03:10:09
END
