INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,      15508182,    1715,    1715,    1715,   146.2,   138.9,   189.6,   217.0,   242.7,   269.5, 8938.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15510189,    1698,    1698,    1698,   147.2,   137.7,   199.0,   226.0,   260.4,   275.7, 8939.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15512228,    1739,    1739,    1739,   143.8,   137.4,   189.8,   214.9,   240.4,   276.4, 8940.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15514325,    1730,    1730,    1730,   144.6,   137.3,   191.1,   217.7,   248.9,   254.7, 8941.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15516315,    1713,    1713,    1713,   144.3,   138.8,   187.1,   208.0,   241.3,   243.7, 8942.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15518327,    1726,    1726,    1726,   146.1,   141.4,   186.5,   214.4,   239.1,   247.9, 8943.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15520359,    1643,    1643,    1643,   152.3,   142.9,   205.6,   232.9,   265.7,   275.3, 8945.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15522394,    1706,    1706,    1706,   146.7,   142.4,   185.5,   211.2,   248.8,   281.3, 8946.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15524560,    1767,    1767,    1767,   140.7,   135.2,   179.2,   208.6,   230.5,   241.2, 8947.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15526649,    1741,    1741,    1741,   142.0,   137.0,   181.6,   210.2,   239.3,   274.3, 8948.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15528817,    1825,    1825,    1825,   139.0,   131.5,   184.1,   208.0,   239.3,   263.9, 8949.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15530968,    1711,    1711,    1711,   146.1,   137.5,   192.9,   226.0,   265.0,   282.6, 8951.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15533036,    1751,    1751,    1751,   140.5,   136.5,   178.5,   203.8,   225.8,   239.4, 8952.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15535127,    1773,    1773,    1773,   143.2,   136.2,   188.1,   218.6,   238.5,   242.8, 8953.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15537205,    1682,    1682,    1682,   147.8,   140.8,   195.1,   221.3,   254.1,   258.0, 8954.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15539215,    1771,    1771,    1771,   141.1,   137.0,   176.4,   200.6,   244.0,   258.8, 8955.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15541323,    1746,    1746,    1746,   143.7,   134.3,   198.2,   219.5,   251.9,   261.6, 8957.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15543385,    1751,    1751,    1751,   143.1,   137.1,   182.6,   209.6,   236.9,   245.0, 8958.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15545472,    1763,    1763,    1763,   141.0,   136.6,   177.5,   207.3,   237.5,   248.5, 8959.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15547514,    1705,    1705,    1705,   148.3,   140.9,   201.0,   228.0,   262.1,   266.7, 8960.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15549544,    1722,    1722,    1722,   140.7,   136.2,   182.8,   212.8,   229.2,   237.6, 8961.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15551597,    1751,    1751,    1751,   146.7,   136.4,   211.6,   240.1,   277.9,   297.9, 8963.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15553635,    1711,    1711,    1711,   146.1,   141.7,   186.8,   209.8,   241.2,   260.1, 8964.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15555754,    1797,    1797,    1797,   138.5,   133.4,   175.6,   206.8,   228.8,   253.0, 8965.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15557848,    1762,    1762,    1762,   142.5,   138.3,   181.6,   207.8,   242.4,   257.1, 8966.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15559820,    1684,    1684,    1684,   147.0,   138.6,   200.0,   228.8,   267.5,   282.9, 8967.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15561891,    1788,    1788,    1788,   140.8,   135.4,   186.4,   206.9,   256.6,   274.8, 8968.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15563920,    1758,    1758,    1758,   142.1,   135.6,   182.0,   212.4,   232.1,   250.3, 8970.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15565993,    1808,    1808,    1808,   138.2,   132.4,   179.9,   208.8,   235.5,   253.6, 8971.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15568029,    1699,    1699,    1699,   147.2,   139.8,   196.9,   221.8,   254.1,   275.7, 8972.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15570041,    1683,    1683,    1683,   147.2,   140.6,   190.8,   218.6,   247.5,   262.0, 8973.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15572102,    1770,    1770,    1770,   142.0,   133.1,   199.1,   227.0,   246.7,   278.9, 8974.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15574129,    1750,    1750,    1750,   143.8,   136.9,   199.5,   221.4,   244.4,   257.0, 8975.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15576268,    1791,    1791,    1791,   139.3,   135.9,   173.2,   200.5,   227.5,   276.3, 8977.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15578393,    1717,    1717,    1717,   145.5,   140.8,   182.2,   213.6,   238.7,   275.4, 8978.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15580464,    1760,    1760,    1760,   142.2,   133.8,   188.9,   212.7,   251.4,   253.9, 8979.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15582547,    1773,    1773,    1773,   141.3,   138.6,   175.7,   200.9,   215.5,   241.0, 8980.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15584649,    1713,    1713,    1713,   145.6,   137.5,   196.4,   226.7,   255.2,   270.5, 8981.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15586647,    1712,    1712,    1712,   144.3,   135.9,   202.8,   223.9,   244.8,   252.4, 8983.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15588692,    1782,    1782,    1782,   140.7,   136.3,   183.5,   206.1,   258.5,   284.7, 8984.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15590812,    1716,    1716,    1716,   146.5,   142.1,   190.5,   214.4,   245.2,   263.0, 8985.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15592789,    1743,    1743,    1743,   142.7,   137.8,   182.5,   209.6,   247.4,   251.3, 8986.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15594803,    1646,    1646,    1646,   152.7,   140.2,   222.3,   259.6,   280.4,   309.4, 8987.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15596777,    1685,    1685,    1685,   148.1,   143.6,   189.2,   220.7,   251.8,   257.2, 8989.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15598908,    1793,    1793,    1793,   139.8,   135.4,   176.5,   204.0,   237.2,   245.5, 8990.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15601007,    1682,    1682,    1682,   148.2,   137.6,   212.1,   236.6,   266.6,   272.6, 8991.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15603015,    1714,    1714,    1714,   144.2,   134.9,   207.8,   231.3,   270.7,   299.3, 8992.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15605133,    1806,    1806,    1806,   140.4,   136.9,   177.0,   198.1,   232.8,   240.2, 8993.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15607194,    1749,    1749,    1749,   143.0,   138.5,   185.6,   206.6,   247.4,   250.0, 8994.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15609319,    1781,    1781,    1781,   139.8,   135.1,   179.4,   204.1,   234.3,   260.5, 8996.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15611465,    1761,    1761,    1761,   142.1,   135.8,   187.9,   215.5,   239.5,   246.8, 8997.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15613510,    1718,    1718,    1718,   146.2,   141.0,   186.2,   212.6,   234.7,   244.0, 8998.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15615558,    1705,    1705,    1705,   145.9,   136.8,   202.7,   229.2,   269.2,   284.6, 8999.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15617671,    1736,    1736,    1736,   144.9,   140.2,   183.8,   213.3,   234.9,   241.7, 9001.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15619684,    1707,    1707,    1707,   145.6,   142.8,   183.5,   207.3,   232.8,   239.1, 9002.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15621792,    1758,    1758,    1758,   142.6,   138.1,   179.2,   206.0,   235.7,   238.5, 9003.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15623856,    1701,    1701,    1701,   145.9,   137.4,   190.8,   227.1,   270.7,   279.7, 9004.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15625944,    1767,    1767,    1767,   142.2,   139.2,   177.2,   201.2,   240.9,   261.9, 9005.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15628052,    1772,    1772,    1772,   140.2,   136.6,   175.8,   203.1,   232.3,   234.7, 9006.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15630189,    1738,    1738,    1738,   144.8,   142.6,   179.9,   198.8,   230.5,   253.5, 9008.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15632327,    1767,    1767,    1767,   141.5,   138.9,   174.8,   192.7,   212.2,   225.2, 9009.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15634411,    1754,    1754,    1754,   141.8,   137.5,   179.8,   202.3,   231.0,   234.8, 9010.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15636589,    1741,    1741,    1741,   143.9,   139.0,   186.8,   215.0,   248.7,   267.4, 9011.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15638651,    1704,    1704,    1704,   147.3,   141.4,   193.1,   222.9,   245.2,   265.0, 9013.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15640735,    1779,    1779,    1779,   138.3,   132.9,   176.8,   203.4,   232.5,   274.8, 9014.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15642786,    1694,    1694,    1694,   149.1,   141.7,   208.1,   240.9,   265.3,   271.3, 9015.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15644810,    1714,    1714,    1714,   145.7,   140.3,   190.5,   217.4,   252.4,   296.3, 9016.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15646975,    1830,    1830,    1830,   137.3,   132.6,   174.4,   200.2,   225.5,   254.6, 9017.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15649121,    1723,    1723,    1723,   144.6,   138.3,   190.6,   213.1,   242.0,   257.3, 9019.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15651151,    1725,    1725,    1725,   144.8,   140.2,   184.6,   210.7,   249.3,   273.6, 9020.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15653192,    1748,    1748,    1748,   142.9,   137.5,   185.3,   215.7,   260.1,   269.2, 9021.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15655185,    1702,    1702,    1702,   147.1,   141.9,   188.2,   217.9,   261.9,   270.6, 9022.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15657257,    1735,    1735,    1735,   143.8,   139.3,   180.7,   204.9,   235.5,   267.8, 9023.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15659381,    1748,    1748,    1748,   143.9,   138.2,   185.8,   215.2,   241.6,   244.1, 9024.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15661400,    1722,    1722,    1722,   145.3,   139.9,   189.1,   214.6,   244.2,   287.6, 9026.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15663469,    1784,    1784,    1784,   138.7,   133.8,   176.1,   201.4,   234.1,   252.7, 9027.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15665553,    1709,    1709,    1709,   146.2,   142.9,   184.4,   213.6,   251.1,   286.9, 9028.5,  0.00035,      0,      0,       0,       0,       0,       0
total,      15667618,    1748,    1748,    1748,   142.1,   135.5,   189.2,   206.9,   245.3,   263.5, 9029.7,  0.00035,      0,      0,       0,       0,       0,       0
total,      15669716,    1755,    1755,    1755,   143.5,   134.4,   198.1,   220.0,   241.0,   302.8, 9030.9,  0.00035,      0,      0,       0,       0,       0,       0
total,      15671855,    1766,    1766,    1766,   142.1,   138.1,   180.1,   204.6,   236.0,   261.4, 9032.1,  0.00035,      0,      0,       0,       0,       0,       0
total,      15673819,    1662,    1662,    1662,   146.5,   141.1,   189.0,   214.6,   282.1,   282.1, 9033.3,  0.00035,      0,      0,       0,       0,       0,       0
total,      15675818,    1734,    1734,    1734,   147.1,   141.9,   190.9,   215.6,   236.4,   251.8, 9034.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15677842,    1726,    1726,    1726,   146.6,   141.8,   189.0,   213.9,   244.2,   250.4, 9035.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15679961,    1789,    1789,    1789,   139.3,   133.6,   182.0,   206.7,   241.2,   260.5, 9036.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15682093,    1744,    1744,    1744,   143.1,   139.1,   183.6,   208.0,   240.0,   276.9, 9038.0,  0.00035,      0,      0,       0,       0,       0,       0
total,      15684106,    1684,    1684,    1684,   148.1,   145.7,   185.6,   211.0,   245.9,   267.5, 9039.2,  0.00035,      0,      0,       0,       0,       0,       0
total,      15686160,    1745,    1745,    1745,   143.3,   137.8,   187.1,   211.3,   242.7,   257.0, 9040.4,  0.00035,      0,      0,       0,       0,       0,       0
total,      15688314,    1751,    1751,    1751,   143.2,   132.0,   206.3,   232.4,   265.2,   270.8, 9041.6,  0.00035,      0,      0,       0,       0,       0,       0
total,      15690321,    1690,    1690,    1690,   146.1,   137.6,   203.3,   224.4,   261.2,   284.0, 9042.8,  0.00035,      0,      0,       0,       0,       0,       0
total,      15692468,    1800,    1800,    1800,   140.0,   135.1,   181.1,   209.1,   242.3,   253.2, 9044.0,  0.00035,      0,      0,       0,       0,       0,       0
