INFO  15:21:55 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  15:21:55 New Cassandra host /172.31.7.56:9042 added
Connected to cluster: Test Cluster
Datatacenter: datacenter1; Host: /172.31.7.56; Rack: rack1
Created schema. Sleeping 1s for propagation.
Sleeping 2s...
Warming up likelyquery0 with 50000 iterations...
Failed to connect over JMX; not collecting these stats
Running [likelyquery0] with 250 threads for 20000000 iteration
Failed to connect over JMX; not collecting these stats
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,       9551205,    1756,    1756,    1756,   144.0,   135.4,   198.0,   228.7,   251.0,   257.0, 5518.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9553433,    1750,    1750,    1750,   143.1,   131.9,   201.2,   232.2,   250.2,   273.9, 5519.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9555474,    1740,    1740,    1740,   140.4,   133.2,   183.3,   209.0,   225.5,   252.9, 5520.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9557629,    1846,    1846,    1846,   138.2,   130.6,   181.8,   212.2,   249.5,   264.9, 5521.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9559565,    1637,    1637,    1637,   152.8,   138.6,   218.9,   244.4,   280.5,   285.1, 5523.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9561657,    1781,    1781,    1781,   138.8,   133.7,   177.8,   204.1,   231.7,   236.7, 5524.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9563828,    1762,    1762,    1762,   143.6,   138.0,   186.3,   214.0,   245.7,   256.4, 5525.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9565880,    1732,    1732,    1732,   144.0,   141.1,   180.0,   212.8,   235.6,   239.6, 5526.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9567939,    1777,    1777,    1777,   139.5,   135.2,   174.7,   197.6,   218.4,   280.0, 5527.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9570050,    1732,    1732,    1732,   144.9,   139.4,   186.9,   219.3,   248.1,   265.3, 5529.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9572113,    1731,    1731,    1731,   144.6,   140.8,   182.8,   212.1,   234.6,   272.2, 5530.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9574209,    1768,    1768,    1768,   140.5,   137.5,   175.3,   203.2,   234.7,   240.6, 5531.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9576288,    1688,    1688,    1688,   148.5,   142.4,   193.7,   225.3,   257.1,   270.5, 5532.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9578444,    1754,    1754,    1754,   142.4,   139.9,   178.8,   202.3,   250.7,   293.6, 5533.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9580488,    1739,    1739,    1739,   143.7,   138.0,   184.6,   213.0,   243.8,   262.2, 5535.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9582572,    1734,    1734,    1734,   145.2,   136.9,   198.6,   219.3,   256.2,   273.5, 5536.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9584620,    1741,    1741,    1741,   143.2,   137.0,   187.3,   221.2,   266.3,   289.6, 5537.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9586764,    1808,    1808,    1808,   138.4,   134.3,   176.6,   197.4,   237.7,   241.4, 5538.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9588858,    1730,    1730,    1730,   143.5,   135.6,   189.8,   212.4,   240.9,   250.7, 5539.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9590892,    1742,    1742,    1742,   143.3,   138.2,   184.1,   204.3,   243.0,   268.3, 5541.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9592883,    1711,    1711,    1711,   146.8,   136.0,   213.8,   238.3,   272.0,   276.5, 5542.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9594943,    1771,    1771,    1771,   141.5,   135.6,   184.9,   204.7,   240.0,   261.8, 5543.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9596959,    1715,    1715,    1715,   145.1,   138.0,   191.8,   213.2,   235.5,   254.8, 5544.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9599074,    1709,    1709,    1709,   147.1,   134.6,   213.7,   241.5,   272.8,   291.2, 5545.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9601084,    1743,    1743,    1743,   143.7,   135.5,   189.6,   217.3,   255.0,   262.7, 5546.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9603195,    1807,    1807,    1807,   138.9,   131.1,   192.6,   222.4,   239.2,   246.0, 5548.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9605256,    1704,    1704,    1704,   145.5,   139.4,   188.3,   218.5,   244.1,   260.7, 5549.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9607388,    1781,    1781,    1781,   140.6,   134.8,   178.6,   201.4,   234.7,   284.3, 5550.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9609518,    1787,    1787,    1787,   140.1,   135.5,   177.0,   201.7,   229.2,   240.3, 5551.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9611684,    1737,    1737,    1737,   144.0,   135.8,   197.0,   224.7,   248.9,   252.2, 5552.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9613654,    1679,    1679,    1679,   147.1,   138.0,   201.0,   222.7,   291.0,   303.5, 5554.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9615857,    1854,    1854,    1854,   136.0,   129.3,   181.6,   205.8,   234.4,   250.9, 5555.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9617950,    1765,    1765,    1765,   141.7,   135.3,   182.5,   204.7,   233.4,   261.7, 5556.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9619998,    1688,    1688,    1688,   147.5,   141.1,   189.6,   219.3,   266.8,   290.7, 5557.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9622102,    1785,    1785,    1785,   141.2,   133.1,   194.6,   219.3,   260.4,   268.0, 5558.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9624165,    1732,    1732,    1732,   143.9,   139.2,   184.0,   210.0,   246.7,   256.8, 5560.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9626184,    1744,    1744,    1744,   140.0,   134.7,   181.4,   202.8,   236.1,   254.9, 5561.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9628240,    1752,    1752,    1752,   145.5,   137.0,   200.5,   225.5,   249.5,   271.6, 5562.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9630229,    1682,    1682,    1682,   148.0,   136.5,   226.1,   246.3,   284.8,   290.1, 5563.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9632349,    1802,    1802,    1802,   139.8,   135.5,   179.3,   204.4,   268.3,   283.1, 5564.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9634399,    1669,    1669,    1669,   149.6,   140.0,   207.2,   230.7,   255.3,   267.4, 5566.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9636463,    1737,    1737,    1737,   140.5,   135.1,   187.9,   215.0,   251.7,   312.7, 5567.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9638510,    1766,    1766,    1766,   144.5,   132.1,   207.9,   238.2,   263.5,   286.0, 5568.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9640521,    1721,    1721,    1721,   145.7,   138.8,   187.2,   216.9,   242.3,   257.6, 5569.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9642606,    1816,    1816,    1816,   137.2,   133.2,   172.6,   200.0,   224.8,   238.4, 5570.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9644777,    1763,    1763,    1763,   142.1,   136.8,   182.1,   208.8,   236.7,   243.2, 5571.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9646853,    1745,    1745,    1745,   142.9,   138.2,   181.0,   205.8,   225.3,   248.7, 5573.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9649018,    1794,    1794,    1794,   139.7,   136.4,   173.5,   194.4,   215.0,   219.7, 5574.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9651125,    1764,    1764,    1764,   141.7,   136.2,   180.8,   202.4,   229.8,   235.9, 5575.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9653124,    1715,    1715,    1715,   144.9,   138.6,   192.2,   219.0,   241.7,   273.6, 5576.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9655228,    1747,    1747,    1747,   143.4,   138.0,   185.1,   217.2,   243.9,   263.0, 5577.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9657347,    1763,    1763,    1763,   142.3,   137.4,   185.9,   207.6,   227.8,   235.5, 5579.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9659436,    1754,    1754,    1754,   143.3,   140.0,   181.9,   209.4,   229.9,   254.7, 5580.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9661542,    1735,    1735,    1735,   143.4,   137.1,   193.9,   220.5,   252.0,   270.2, 5581.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9663776,    1794,    1794,    1794,   139.7,   133.2,   182.2,   211.3,   254.7,   260.6, 5582.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9665879,    1789,    1789,    1789,   139.1,   135.9,   175.5,   200.7,   234.0,   243.3, 5583.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9667970,    1706,    1706,    1706,   139.7,   134.7,   180.4,   216.6,   236.0,   256.4, 5585.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9670122,    1796,    1796,    1796,   145.7,   138.2,   205.0,   231.3,   264.6,   280.4, 5586.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9672241,    1810,    1810,    1810,   139.2,   134.3,   176.8,   204.0,   225.2,   239.5, 5587.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9674251,    1730,    1730,    1730,   143.4,   133.6,   208.8,   236.1,   281.3,   291.0, 5588.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9676353,    1711,    1711,    1711,   144.2,   139.3,   183.1,   210.4,   231.8,   242.0, 5589.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9678449,    1785,    1785,    1785,   141.9,   138.6,   179.9,   205.8,   230.5,   251.4, 5591.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9680588,    1758,    1758,    1758,   142.4,   139.2,   179.2,   202.5,   246.5,   258.3, 5592.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9682685,    1755,    1755,    1755,   141.5,   136.5,   184.3,   206.6,   226.3,   233.1, 5593.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9684743,    1730,    1730,    1730,   145.3,   140.8,   184.6,   206.7,   238.0,   240.3, 5594.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9686799,    1755,    1755,    1755,   142.7,   134.5,   201.4,   224.3,   256.2,   266.1, 5595.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9688893,    1743,    1743,    1743,   143.0,   137.4,   185.8,   217.4,   243.4,   245.0, 5597.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9690986,    1773,    1773,    1773,   141.9,   138.6,   178.4,   206.4,   222.8,   281.5, 5598.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9693061,    1744,    1744,    1744,   143.5,   134.6,   210.6,   238.0,   272.7,   296.3, 5599.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9695172,    1710,    1710,    1710,   145.7,   137.2,   206.3,   229.3,   257.0,   261.3, 5600.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9697215,    1709,    1709,    1709,   146.5,   143.3,   185.0,   212.2,   228.3,   265.7, 5601.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9699225,    1721,    1721,    1721,   145.2,   138.0,   199.2,   223.7,   258.3,   280.9, 5603.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9701244,    1702,    1702,    1702,   146.0,   140.1,   188.1,   215.0,   244.4,   265.9, 5604.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9703255,    1704,    1704,    1704,   141.2,   137.6,   179.2,   200.8,   243.4,   259.9, 5605.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9705328,    1796,    1796,    1796,   144.7,   137.8,   189.2,   215.4,   239.4,   270.1, 5606.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9707312,    1676,    1676,    1676,   149.2,   140.4,   202.7,   229.7,   261.4,   262.9, 5607.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9709304,    1741,    1741,    1741,   143.5,   139.7,   180.7,   207.0,   237.2,   245.7, 5608.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9711251,    1583,    1583,    1583,   157.2,   150.8,   207.7,   236.6,   262.1,   276.1, 5610.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9713311,    1661,    1661,    1661,   150.9,   146.4,   192.7,   218.3,   267.4,   295.2, 5611.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9715503,    1720,    1720,    1720,   145.8,   136.9,   212.3,   239.7,   271.7,   282.3, 5612.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9717512,    1708,    1708,    1708,   145.5,   136.8,   197.2,   221.8,   260.5,   309.5, 5613.7,  0.00046,      0,      0,       0,       0,       0,       0
total,       9719630,    1768,    1768,    1768,   142.0,   136.6,   184.3,   215.9,   244.6,   260.7, 5614.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9721748,    1704,    1704,    1704,   147.4,   139.1,   204.5,   229.7,   269.4,   284.1, 5616.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9723756,    1692,    1692,    1692,   145.8,   138.5,   200.7,   224.9,   261.6,   277.3, 5617.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9725897,    1817,    1817,    1817,   139.2,   133.9,   177.7,   212.3,   251.7,   258.5, 5618.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9728005,    1745,    1745,    1745,   142.9,   140.5,   179.1,   201.8,   229.6,   260.8, 5619.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9730077,    1744,    1744,    1744,   141.5,   137.1,   179.3,   200.8,   227.4,   232.0, 5620.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9732171,    1759,    1759,    1759,   143.8,   140.3,   180.9,   203.8,   243.4,   249.6, 5622.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9734103,    1679,    1679,    1679,   150.1,   140.3,   209.3,   235.0,   262.4,   273.4, 5623.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9736188,    1791,    1791,    1791,   139.1,   134.0,   183.7,   205.9,   236.0,   257.7, 5624.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9738284,    1768,    1768,    1768,   140.8,   135.1,   181.4,   209.1,   244.3,   275.2, 5625.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9740263,    1678,    1678,    1678,   148.3,   138.5,   216.7,   237.3,   279.9,   304.1, 5626.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9742243,    1685,    1685,    1685,   149.4,   142.0,   204.8,   227.8,   272.7,   278.0, 5628.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9744397,    1707,    1707,    1707,   146.3,   138.4,   195.2,   225.3,   264.4,   266.9, 5629.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9746431,    1725,    1725,    1725,   142.8,   139.0,   178.8,   202.7,   243.8,   245.1, 5630.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9748624,    1839,    1839,    1839,   138.9,   133.9,   180.4,   209.1,   236.4,   317.3, 5631.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9750698,    1708,    1708,    1708,   144.5,   135.1,   209.5,   234.9,   272.4,   287.9, 5632.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9752738,    1725,    1725,    1725,   141.5,   139.4,   179.0,   203.4,   234.5,   270.8, 5634.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9754776,    1751,    1751,    1751,   147.4,   140.3,   193.5,   214.6,   256.8,   266.2, 5635.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9756797,    1714,    1714,    1714,   145.7,   140.4,   186.2,   216.2,   247.4,   263.2, 5636.4,  0.00046,      0,      0,       0,       0,       0,       0
total,       9758831,    1712,    1712,    1712,   146.2,   139.7,   199.3,   224.8,   254.6,   273.3, 5637.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9760933,    1723,    1723,    1723,   144.5,   135.9,   194.6,   218.0,   237.0,   258.2, 5638.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9762928,    1704,    1704,    1704,   145.5,   139.8,   184.6,   210.3,   244.6,   258.4, 5639.9,  0.00046,      0,      0,       0,       0,       0,       0
total,       9764965,    1750,    1750,    1750,   143.3,   140.5,   177.9,   206.8,   243.3,   261.7, 5641.1,  0.00046,      0,      0,       0,       0,       0,       0
total,       9767149,    1768,    1768,    1768,   142.3,   135.8,   183.3,   216.8,   241.6,   242.0, 5642.3,  0.00046,      0,      0,       0,       0,       0,       0
total,       9769120,    1717,    1717,    1717,   143.6,   135.5,   193.1,   221.7,   243.0,   292.4, 5643.5,  0.00046,      0,      0,       0,       0,       0,       0
total,       9771221,    1810,    1810,    1810,   140.3,   133.5,   187.9,   217.5,   234.0,   239.7, 5644.6,  0.00046,      0,      0,       0,       0,       0,       0
total,       9773197,    1703,    1703,    1703,   146.8,   137.6,   193.6,   222.7,   246.3,   266.2, 5645.8,  0.00046,      0,      0,       0,       0,       0,       0
total,       9775243,    1750,    1750,    1750,   142.5,   139.1,   176.3,   196.4,   229.1,   239.4, 5647.0,  0.00046,      0,      0,       0,       0,       0,       0
total,       9777323,    1729,    1729,    1729,   144.4,   140.9,   182.1,   213.4,   245.4,   257.2, 5648.2,  0.00046,      0,      0,       0,       0,       0,       0
total,       9779257,    1661,    1661,    1661,   150.4,   142.5,   201.0,   221.9,   251.9,   258.2, 5649.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9781380,    1803,    1803,    1803,   138.7,   132.2,   190.3,   219.8,   260.3,   283.8, 5650.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9783524,    1713,    1713,    1713,   146.1,   138.3,   193.1,   216.7,   246.2,   278.5, 5651.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9785620,    1747,    1747,    1747,   143.6,   138.8,   183.8,   209.0,   235.0,   257.6, 5653.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9787676,    1754,    1754,    1754,   142.8,   138.3,   182.3,   221.8,   242.8,   265.4, 5654.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9789785,    1725,    1725,    1725,   143.7,   139.0,   184.5,   204.7,   228.0,   231.9, 5655.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9791828,    1748,    1748,    1748,   143.3,   140.9,   180.1,   203.0,   245.7,   249.8, 5656.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9793884,    1762,    1762,    1762,   141.3,   137.6,   176.3,   207.4,   231.9,   253.3, 5657.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9796062,    1720,    1720,    1720,   146.1,   138.4,   214.1,   242.8,   284.9,   307.5, 5659.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9798079,    1706,    1706,    1706,   145.6,   140.8,   189.1,   213.5,   243.1,   249.9, 5660.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9800180,    1795,    1795,    1795,   139.8,   134.6,   178.3,   206.3,   245.0,   285.0, 5661.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9802307,    1748,    1748,    1748,   143.0,   138.7,   181.8,   209.6,   235.5,   250.6, 5662.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9804389,    1748,    1748,    1748,   139.6,   135.7,   179.0,   199.6,   228.1,   274.2, 5663.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9806514,    1818,    1818,    1818,   141.6,   136.2,   183.7,   216.9,   266.6,   276.9, 5664.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9808529,    1719,    1719,    1719,   144.6,   137.6,   192.0,   215.9,   242.3,   260.3, 5666.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9810590,    1748,    1748,    1748,   143.2,   139.2,   180.4,   206.9,   229.2,   234.5, 5667.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9812721,    1750,    1750,    1750,   143.4,   135.2,   194.7,   219.4,   234.1,   297.7, 5668.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9814869,    1793,    1793,    1793,   139.2,   130.4,   190.4,   218.1,   245.7,   265.9, 5669.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9816967,    1740,    1740,    1740,   139.7,   133.2,   184.0,   213.9,   240.0,   244.6, 5670.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9819079,    1772,    1772,    1772,   145.1,   139.0,   188.6,   216.6,   242.4,   257.8, 5672.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9821056,    1695,    1695,    1695,   147.1,   141.5,   191.5,   214.2,   251.0,   253.5, 5673.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9823073,    1749,    1749,    1749,   143.1,   137.4,   185.8,   214.0,   257.2,   302.4, 5674.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9825192,    1747,    1747,    1747,   142.8,   134.5,   196.5,   223.6,   254.1,   271.7, 5675.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9827217,    1669,    1669,    1669,   149.0,   139.7,   201.6,   222.7,   258.0,   283.8, 5676.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9829335,    1800,    1800,    1800,   140.2,   136.7,   174.0,   200.7,   225.6,   242.9, 5678.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9831479,    1749,    1749,    1749,   142.6,   139.2,   178.7,   202.1,   228.2,   240.3, 5679.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9833529,    1747,    1747,    1747,   143.1,   139.7,   177.8,   203.4,   231.6,   240.5, 5680.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9835619,    1769,    1769,    1769,   142.1,   135.8,   190.7,   214.5,   246.2,   254.5, 5681.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9837682,    1676,    1676,    1676,   148.4,   141.0,   200.7,   229.1,   247.2,   264.5, 5682.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9839723,    1729,    1729,    1729,   143.5,   137.4,   186.0,   211.8,   233.8,   236.0, 5684.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9841860,    1803,    1803,    1803,   139.6,   134.2,   179.9,   205.9,   227.5,   256.6, 5685.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9843970,    1749,    1749,    1749,   143.2,   137.3,   187.1,   212.8,   244.2,   282.4, 5686.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9845957,    1674,    1674,    1674,   146.0,   137.4,   201.7,   229.4,   260.8,   263.4, 5687.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9848067,    1785,    1785,    1785,   142.7,   135.7,   191.6,   220.2,   252.8,   292.4, 5688.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9850102,    1761,    1761,    1761,   142.1,   138.2,   180.1,   208.5,   238.1,   243.5, 5689.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9852240,    1791,    1791,    1791,   139.1,   135.6,   173.1,   193.3,   220.8,   239.4, 5691.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9854384,    1738,    1738,    1738,   143.3,   136.2,   194.4,   222.3,   266.4,   325.2, 5692.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9856482,    1744,    1744,    1744,   143.8,   137.5,   183.3,   205.6,   237.4,   249.1, 5693.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9858583,    1834,    1834,    1834,   137.0,   133.9,   171.1,   194.6,   210.2,   226.2, 5694.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9860630,    1690,    1690,    1690,   147.6,   143.3,   185.1,   207.6,   230.3,   242.0, 5695.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9862702,    1757,    1757,    1757,   143.1,   137.9,   183.2,   210.3,   230.1,   252.3, 5697.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9864778,    1805,    1805,    1805,   137.7,   133.5,   172.0,   193.2,   221.2,   242.0, 5698.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9866877,    1727,    1727,    1727,   144.3,   137.8,   188.7,   216.4,   231.3,   243.7, 5699.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9868946,    1725,    1725,    1725,   145.8,   137.5,   193.8,   217.1,   254.9,   316.0, 5700.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9871081,    1804,    1804,    1804,   138.5,   132.5,   186.1,   207.7,   240.6,   242.3, 5701.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9873168,    1723,    1723,    1723,   144.4,   140.4,   181.8,   210.6,   223.5,   251.7, 5703.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9875220,    1772,    1772,    1772,   140.4,   136.5,   178.8,   202.4,   234.0,   246.3, 5704.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9877318,    1807,    1807,    1807,   138.8,   134.5,   176.4,   200.4,   256.0,   275.8, 5705.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9879461,    1790,    1790,    1790,   140.7,   136.7,   176.9,   203.3,   235.3,   248.4, 5706.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9881449,    1688,    1688,    1688,   142.9,   135.8,   189.8,   215.7,   258.2,   266.8, 5707.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9883536,    1776,    1776,    1776,   145.1,   138.7,   185.6,   214.0,   244.1,   260.0, 5708.9,  0.00045,      0,      0,       0,       0,       0,       0
total,       9885613,    1773,    1773,    1773,   140.8,   137.1,   173.8,   201.0,   220.3,   240.3, 5710.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9887614,    1720,    1720,    1720,   145.3,   137.4,   201.5,   238.0,   279.5,   291.2, 5711.2,  0.00045,      0,      0,       0,       0,       0,       0
total,       9889631,    1713,    1713,    1713,   146.4,   138.8,   200.2,   223.6,   252.6,   271.8, 5712.4,  0.00045,      0,      0,       0,       0,       0,       0
total,       9891681,    1757,    1757,    1757,   141.8,   139.2,   177.9,   200.4,   243.9,   252.5, 5713.6,  0.00045,      0,      0,       0,       0,       0,       0
total,       9893855,    1791,    1791,    1791,   139.3,   135.9,   174.6,   196.5,   223.5,   235.3, 5714.8,  0.00045,      0,      0,       0,       0,       0,       0
total,       9895948,    1754,    1754,    1754,   142.3,   138.7,   177.9,   202.3,   236.9,   254.0, 5716.0,  0.00045,      0,      0,       0,       0,       0,       0
total,       9897942,    1696,    1696,    1696,   147.8,   141.8,   193.8,   221.4,   259.2,   274.7, 5717.1,  0.00045,      0,      0,       0,       0,       0,       0
total,       9900028,    1784,    1784,    1784,   140.5,   135.4,   179.3,   199.5,   233.1,   253.0, 5718.3,  0.00045,      0,      0,       0,       0,       0,       0
total,       9902154,    1743,    1743,    1743,   143.0,   136.9,   186.1,   214.1,   239.8,   250.8, 5719.5,  0.00045,      0,      0,       0,       0,       0,       0
total,       9904114,    1701,    1701,    1701,   143.0,   136.7,   190.1,   212.3,   242.9,   249.6, 5720.7,  0.00045,      0,      0,       0,       0,       0,       0
total,       9906229,    1782,    1782,    1782,   144.2,   137.2,   190.9,   223.8,   242.2,   258.4, 5721.9,  0.00045,      0,      0,       0,       0,       0,       0
